Name,Link,Type,Remote Testing,Adaptive/IRT,Test Type,Description,Languages,Job_levels,Completion_time
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.","English (USA),","Mid-Professional, Professional Individual Contributor,",13
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Individual Test Solutions,Yes,Yes,KS,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"English (USA), English (Australia), English (Canada), English International, English (South Africa),","Entry-Level,",5
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Individual Test Solutions,Yes,No,K,Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,"English (USA),","Mid-Professional, Professional Individual Contributor,",8
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.","English (USA),","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",7
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Individual Test Solutions,Yes,No,BS,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""","French (Canada), Portuguese (Brazil), Dutch, Italian, Spanish, French, Latin American Spanish, Chinese Simplified, English (Australia), English International, English (USA),","Entry-Level,",20
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Individual Test Solutions,Yes,No,BPS,"As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""","French (Canada), Italian, French, Dutch, Spanish, Portuguese (Brazil), Chinese Simplified, English (Australia), Latin American Spanish, English (USA), English International,","Entry-Level,",30
Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.","English (USA),","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",9
Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,Individual Test Solutions,Yes,No,S,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,"English (USA),","Entry-Level,",4
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,Individual Test Solutions,Yes,No,K,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.","English (USA),","Professional Individual Contributor, Mid-Professional, Front Line Manager, Entry-Level,",5
Data Entry Numeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,Individual Test Solutions,Yes,No,K,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.","English (USA),","Mid-Professional, Professional Individual Contributor, Entry-Level, Front Line Manager,",5
Data Entry Ten Key Split Screen,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,Individual Test Solutions,Yes,No,K,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,"English (USA),","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",3
